query,subject,identity,alignment length,mismatches,gap opens,q start,q end,s start,s end,evalue,bit score
IGL,IGLV3-44*01,78.313,249,54,0,1232308,1232556,1,249,7.34e-58,225
IGL,IGLV3-44*01,75.862,261,63,0,958321,958581,1,261,5.35e-55,215
IGL,IGLV3-44*01,77.108,249,57,0,1227509,1227757,1,249,5.35e-55,215
IGL,IGLV3-44*01,71.724,290,82,0,942263,942552,1,290,1.05e-50,201
IGL,IGLV3-44*01,70.690,290,85,0,874841,875130,1,290,7.68e-48,191
IGL,IGLV3-44*01,70.690,290,85,0,898088,898377,1,290,7.68e-48,191
IGL,IGLV3-44*01,70.345,290,86,0,921357,921646,1,290,6.91e-47,188
IGL,IGLV3-44*01,71.972,289,80,1,850544,850831,1,289,6.91e-47,188
IGL,IGLV3-44*01,74.330,261,66,1,907768,908027,1,261,6.91e-47,188
IGL,IGLV3-44*01,73.494,249,66,0,858172,858420,1,249,2.07e-46,187
IGL,IGLV3-44*01,74.713,261,64,2,884512,884770,1,261,1.51e-43,177
IGL,IGLV3-44*01,79.532,171,35,0,835957,836127,79,249,8.92e-39,161
IGL,IGLV3-44*01,70.485,227,67,0,1100212,1100438,3,229,5.86e-35,148
IGL,IGLV3-44*01,74.731,186,47,0,562805,562990,75,260,1.76e-34,147
IGL,IGLV3-44*01,69.728,294,84,2,1130611,1130903,1,290,1.28e-31,137
IGL,IGLV3-44*01,72.632,190,52,0,495134,495323,75,264,1.28e-31,137
IGL,IGLV3-44*01,73.118,186,50,0,603120,603305,75,260,1.28e-31,137
IGL,IGLV3-44*01,70.732,205,60,0,598112,598316,75,279,3.84e-31,136
IGL,IGLV3-44*01,71.212,198,57,0,522790,522987,75,272,1.15e-30,134
IGL,IGLV3-44*01,72.581,186,51,0,608944,609129,75,260,1.15e-30,134
IGL,IGLV3-44*01,75.926,162,39,0,1013375,1013536,99,260,1.15e-30,134
IGL,IGLV3-44*01,70.707,198,58,0,541322,541519,75,272,1.04e-29,131
IGL,IGLV3-44*01,73.684,171,45,0,855041,855211,91,261,3.11e-29,129
IGL,IGLV3-44*01,71.505,186,53,0,636272,636457,75,260,9.34e-29,128
IGL,IGLV3-44*01,72.941,170,46,0,1036995,1037164,91,260,8.40e-28,125
IGL,IGLV3-44*01,73.457,162,43,0,904676,904837,99,260,7.56e-27,122
IGL,IGLV3-44*01,72.840,162,44,0,948829,948990,99,260,6.81e-26,118
IGL,IGLV3-44*01,72.840,162,44,0,1071459,1071620,99,260,6.81e-26,118
IGL,IGLV3-44*01,69.355,186,57,0,593939,594124,75,260,6.12e-25,115
IGL,IGLV3-44*01,76.866,134,31,0,187610,187743,141,274,6.12e-25,115
IGL,IGLV3-44*01,75.912,137,33,0,841729,841865,124,260,1.84e-24,114
IGL,IGLV3-44*01,66.667,249,81,1,1076469,1076715,1,249,5.51e-24,112
IGL,IGLV3-44*01,70.833,168,49,0,489813,489980,93,260,5.51e-24,112
IGL,IGLV3-44*01,70.673,208,58,1,1046585,1046789,55,262,1.65e-23,110
IGL,IGLV3-44*01,81.905,105,19,0,1095194,1095298,157,261,1.49e-22,107
IGL,IGLV3-44*01,68.778,221,67,2,1023368,1023586,29,249,1.34e-21,104
IGL,IGLV3-44*01,69.939,163,49,0,26435,26597,99,261,1.34e-21,104
IGL,IGLV3-44*01,81.188,101,19,0,1124156,1124256,161,261,1.21e-20,101
IGL,IGLV3-44*01,69.136,162,50,0,992893,993054,99,260,3.62e-20,99.9
IGL,IGLV3-44*01,72.794,136,37,0,1116172,1116307,139,274,3.62e-20,99.9
IGL,IGLV3-44*01,76.744,129,29,1,77954,78082,137,264,3.26e-19,96.7
IGL,IGLV3-44*01,74.590,122,31,0,832185,832306,139,260,3.26e-19,96.7
IGL,IGLV3-44*01,74.790,119,30,0,1004355,1004473,142,260,9.77e-19,95.1
IGL,IGLV3-44*01,71.875,128,36,0,79861,79988,137,264,2.64e-17,90.3
IGL,IGLV3-44*01,65.500,200,68,1,1063229,1063427,16,215,7.12e-16,85.6
IGL,IGLV3-44*01,72.269,119,33,0,969004,969122,142,260,7.12e-16,85.6
IGL,IGLV3-44*01,67.337,199,63,2,1223454,1223650,1,199,6.41e-15,82.4
IGL,IGLV3-44*01,68.657,134,42,0,208657,208790,60,193,1.92e-14,80.8
IGL,IGLV3-44*01,69.421,121,37,0,262438,262558,144,264,5.19e-13,76.1
IGL,IGLV3-44*01,61.307,199,77,0,480458,480656,62,260,4.67e-12,72.9
IGL,IGLV3-44*01,68.908,119,37,0,197625,197743,75,193,4.67e-12,72.9
IGL,IGLV3-44*01,71.717,99,28,0,276843,276941,166,264,4.20e-11,69.7
IGL,IGLV3-44*01,62.195,164,62,0,575944,576107,97,260,1.13e-09,65.0
IGL,IGLV3-44*01,64.458,166,58,1,256877,257041,93,258,3.40e-09,63.4
IGL,IGLV3-44*01,69.307,101,31,0,441779,441879,93,193,3.40e-09,63.4
IGL,IGLV3-44*01,66.667,114,38,0,1116040,1116153,1,114,1.02e-08,61.8
IGL,IGLV3-44*01,70.652,92,27,0,164549,164640,196,287,1.02e-08,61.8
IGL,IGLV3-44*01,70.930,86,25,0,441894,441979,202,287,9.19e-08,58.6
IGL,IGLV3-44*01,72.152,79,22,0,992795,992873,10,88,2.76e-07,57.1
IGL,IGLV3-44*01,74.286,70,18,0,187473,187542,10,79,8.27e-07,55.5
IGL,IGLV3-44*01,80.357,56,11,0,489724,489779,10,65,8.27e-07,55.5
IGL,IGLV3-44*01,80.357,56,11,0,593868,593923,10,65,8.27e-07,55.5
IGL,IGLV3-44*01,80.357,56,11,0,1013277,1013332,10,65,8.27e-07,55.5
IGL,IGLV3-44*01,68.841,138,41,2,881423,881558,99,236,8.27e-07,55.5
IGL,IGLV3-44*01,76.190,63,15,0,197758,197820,202,264,2.48e-06,53.9
IGL,IGLV3-44*01,78.571,56,12,0,948731,948786,10,65,7.45e-06,52.3
IGL,IGLV3-44*01,80.769,52,10,0,289255,289306,212,263,7.45e-06,52.3
IGL,IGLV3-44*01,73.529,68,18,0,513678,513745,270,203,7.45e-06,52.3
IGL,IGLV3-44*01,71.233,73,21,0,841619,841691,10,82,2.23e-05,50.7
IGL,IGLV3-44*01,71.233,73,21,0,904578,904650,10,82,2.23e-05,50.7
IGL,IGLV3-44*01,59.172,169,69,0,552480,552648,93,261,2.23e-05,50.7
IGL,IGLV3-44*01,74.603,63,16,0,208805,208867,202,264,2.23e-05,50.7
IGL,IGLV3-44*01,76.786,56,13,0,164336,164391,10,65,6.70e-05,49.1
IGL,IGLV3-44*01,76.786,56,13,0,218917,218972,10,65,6.70e-05,49.1
IGL,IGLV3-44*01,65.306,98,34,0,708522,708619,164,261,6.70e-05,49.1
IGL,IGLV3-44*01,72.727,66,18,0,485124,485189,196,261,6.70e-05,49.1
IGL,IGLV3-44*01,72.727,66,18,0,631865,631930,196,261,6.70e-05,49.1
IGL,IGLV3-44*01,76.786,56,13,0,518315,518370,219,274,6.70e-05,49.1
IGL,IGLV3-44*01,69.863,73,22,0,1123980,1124052,10,82,2.01e-04,47.5
IGL,IGLV3-44*01,75.439,57,14,0,531725,531781,11,67,2.01e-04,47.5
IGL,IGLV3-44*01,75.439,57,14,0,550324,550380,11,67,2.01e-04,47.5
IGL,IGLV3-44*01,75.439,57,14,0,575849,575905,11,67,2.01e-04,47.5
IGL,IGLV3-44*01,75.000,56,14,0,541251,541306,10,65,6.03e-04,46.0
IGL,IGLV3-44*01,74.138,58,15,0,26338,26395,11,68,6.03e-04,46.0
IGL,IGLV3-44*01,74.138,58,15,0,480398,480455,11,68,6.03e-04,46.0
IGL,IGLV3-44*01,72.581,62,17,0,300220,300281,202,263,6.03e-04,46.0
IGL,IGLV3-44*01,75.000,56,14,0,558138,558193,219,274,6.03e-04,46.0
IGL,IGLV3-44*01,70.149,67,20,0,297770,297836,195,261,0.002,44.4
IGL,IGLV3-44*01,71.429,63,18,0,226921,226983,202,264,0.002,44.4
IGL,IGLV3-44*01,81.395,43,8,0,536581,536623,219,261,0.002,44.4
IGL,IGLV3-44*01,73.214,56,15,0,262295,262350,10,65,0.005,42.8
IGL,IGLV3-44*01,73.214,56,15,0,518079,518134,10,65,0.005,42.8
IGL,IGLV3-44*01,73.214,56,15,0,522719,522774,10,65,0.005,42.8
IGL,IGLV3-44*01,63.542,96,35,0,511506,511601,166,261,0.005,42.8
IGL,IGLV3-44*01,75.510,49,12,0,583397,583445,226,274,0.016,41.2
IGL,IGLV3-44*01,77.778,45,10,0,269025,269069,226,270,0.016,41.2
IGL,IGLV3-44*01,82.051,39,7,0,1028903,1028941,252,290,0.016,41.2
IGL,IGLV3-44*01,71.429,56,16,0,484911,484966,10,65,0.049,39.6
IGL,IGLV3-44*01,71.429,56,16,0,557902,557957,10,65,0.049,39.6
IGL,IGLV3-44*01,81.579,38,7,0,164415,164452,80,117,0.049,39.6
IGL,IGLV3-44*01,63.043,92,34,0,701687,701778,170,261,0.049,39.6
IGL,IGLV3-44*01,76.087,46,11,0,674339,674384,219,264,0.049,39.6
IGL,IGLV3-44*01,87.500,32,4,0,249703,249734,230,261,0.049,39.6
IGL,IGLV3-44*01,70.175,57,17,0,636201,636257,10,66,0.15,38.0
IGL,IGLV3-44*01,71.698,53,15,0,484975,485027,65,117,0.15,38.0
IGL,IGLV3-44*01,69.643,56,17,0,268782,268837,10,65,0.44,36.5
IGL,IGLV3-44*01,69.643,56,17,0,297558,297613,10,65,0.44,36.5
IGL,IGLV3-44*01,69.643,56,17,0,511332,511387,10,65,0.44,36.5
IGL,IGLV3-44*01,69.643,56,17,0,631652,631707,10,65,0.44,36.5
IGL,IGLV3-44*01,78.947,38,8,0,268861,268898,80,117,0.44,36.5
IGL,IGLV3-44*01,69.811,53,16,0,536346,536398,10,62,1.3,34.9
IGL,IGLV3-44*01,100.000,21,0,0,536442,536462,97,117,1.3,34.9
IGL,IGLV3-44*01,100.000,21,0,0,557998,558018,97,117,1.3,34.9
IGL,IGLV3-44*01,67.857,56,18,0,249456,249511,10,65,4.0,33.3
IGL,IGLV3-44*01,76.316,38,9,0,718201,718238,97,134,4.0,33.3
IGL,IGLV3-43*01,100.000,290,0,0,874841,875130,1,290,5.95e-129,461
IGL,IGLV3-43*01,98.966,290,3,0,942263,942552,1,290,4.34e-126,451
IGL,IGLV3-43*01,98.621,290,4,0,898088,898377,1,290,3.91e-125,448
IGL,IGLV3-43*01,96.207,290,11,0,921357,921646,1,290,1.87e-118,426
IGL,IGLV3-43*01,93.103,290,20,0,974258,974547,1,290,7.24e-110,397
IGL,IGLV3-43*01,77.509,289,64,1,850544,850831,1,289,3.73e-62,239
IGL,IGLV3-43*01,74.138,290,75,0,1020136,1020425,1,290,2.20e-57,223
IGL,IGLV3-43*01,72.759,290,79,0,1001158,1001447,1,290,1.44e-53,210
IGL,IGLV3-43*01,72.414,290,80,0,916880,917169,1,290,1.30e-52,207
IGL,IGLV3-43*01,77.551,294,61,3,1130611,1130903,1,290,3.51e-51,202
IGL,IGLV3-43*01,71.875,288,81,0,1060550,1060837,1,288,1.05e-50,201
IGL,IGLV3-43*01,72.340,282,78,0,845377,845658,1,282,1.05e-50,201
IGL,IGLV3-43*01,71.379,290,83,0,893610,893899,1,290,9.48e-50,198
IGL,IGLV3-43*01,72.143,280,78,0,966627,966906,11,290,9.48e-50,198
IGL,IGLV3-43*01,71.378,283,81,0,937784,938066,1,283,2.56e-48,193
IGL,IGLV3-43*01,73.180,261,70,0,1236539,1236799,1,261,2.56e-48,193
IGL,IGLV3-43*01,70.690,290,85,0,867394,867683,1,290,7.68e-48,191
IGL,IGLV3-43*01,71.326,279,80,0,1067986,1068264,1,279,2.30e-47,190
IGL,IGLV3-43*01,68.966,261,81,0,958321,958581,1,261,8.03e-38,158
IGL,IGLV3-43*01,75.191,262,59,2,1046528,1046786,1,259,2.41e-37,156
IGL,IGLV3-43*01,72.289,249,67,1,1076469,1076715,1,249,2.41e-37,156
IGL,IGLV3-43*01,69.478,249,76,0,1232308,1232556,1,249,7.23e-37,155
IGL,IGLV3-43*01,69.355,248,76,0,1243078,1243325,2,249,2.17e-36,153
IGL,IGLV3-43*01,69.076,249,77,0,1227509,1227757,1,249,6.51e-36,152
IGL,IGLV3-43*01,71.626,289,76,2,1116040,1116322,1,289,5.27e-34,145
IGL,IGLV3-43*01,66.544,272,90,1,907768,908038,1,272,3.11e-29,129
IGL,IGLV3-43*01,70.833,192,56,0,495147,495338,88,279,9.34e-29,128
IGL,IGLV3-43*01,70.833,192,56,0,603133,603324,88,279,9.34e-29,128
IGL,IGLV3-43*01,70.833,192,56,0,608957,609148,88,279,9.34e-29,128
IGL,IGLV3-43*01,69.307,202,62,0,562819,563020,89,290,8.40e-28,125
IGL,IGLV3-43*01,70.157,191,57,0,598125,598315,88,278,2.52e-27,123
IGL,IGLV3-43*01,65.833,240,82,0,1028665,1028904,10,249,7.56e-27,122
IGL,IGLV3-43*01,71.839,174,49,0,187575,187748,106,279,7.56e-27,122
IGL,IGLV3-43*01,69.634,191,58,0,522804,522994,89,279,2.27e-26,120
IGL,IGLV3-43*01,70.718,181,53,0,1013375,1013555,99,279,2.27e-26,120
IGL,IGLV3-43*01,71.687,166,47,0,26433,26598,97,262,6.12e-25,115
IGL,IGLV3-43*01,69.613,181,55,0,541346,541526,99,279,1.84e-24,114
IGL,IGLV3-43*01,69.189,185,57,0,1037004,1037188,100,284,1.84e-24,114
IGL,IGLV3-43*01,68.421,190,60,0,593954,594143,90,279,5.51e-24,112
IGL,IGLV3-43*01,69.444,180,55,0,1071459,1071638,99,278,5.51e-24,112
IGL,IGLV3-43*01,71.605,162,46,0,855050,855211,100,261,5.51e-24,112
IGL,IGLV3-43*01,66.052,271,90,2,884512,884780,1,271,1.65e-23,110
IGL,IGLV3-43*01,63.855,249,90,0,858172,858420,1,249,1.65e-23,110
IGL,IGLV3-43*01,70.988,162,47,0,904676,904837,99,260,4.96e-23,109
IGL,IGLV3-43*01,68.508,181,57,0,948829,949009,99,279,1.49e-22,107
IGL,IGLV3-43*01,65.854,205,70,0,489795,489999,75,279,1.34e-21,104
IGL,IGLV3-43*01,67.582,182,59,0,1095136,1095317,99,280,4.02e-21,103
IGL,IGLV3-43*01,68.519,162,51,0,636296,636457,99,260,3.26e-19,96.7
IGL,IGLV3-43*01,70.922,141,41,0,841744,841884,139,279,9.77e-19,95.1
IGL,IGLV3-43*01,69.595,148,45,0,835980,836127,102,249,2.93e-18,93.5
IGL,IGLV3-43*01,66.968,221,71,2,1023368,1023586,29,249,8.79e-18,91.9
IGL,IGLV3-43*01,67.284,162,53,0,992893,993054,99,260,2.64e-17,90.3
IGL,IGLV3-43*01,67.857,196,61,2,77903,78097,85,279,2.14e-15,84.0
IGL,IGLV3-43*01,64.535,172,61,0,480485,480656,89,260,1.92e-14,80.8
IGL,IGLV3-43*01,69.291,127,39,0,832185,832311,139,265,5.77e-14,79.2
IGL,IGLV3-43*01,66.864,169,55,1,1063214,1063381,1,169,1.73e-13,77.7
IGL,IGLV3-43*01,68.800,125,39,0,969004,969128,142,266,5.19e-13,76.1
IGL,IGLV3-43*01,68.800,125,39,0,1004355,1004479,142,266,5.19e-13,76.1
IGL,IGLV3-43*01,65.248,141,49,0,79861,80001,137,277,4.20e-11,69.7
IGL,IGLV3-43*01,62.963,162,60,0,575946,576107,99,260,1.26e-10,68.2
IGL,IGLV3-43*01,64.327,171,60,1,256872,257041,88,258,1.13e-09,65.0
IGL,IGLV3-43*01,70.652,92,27,0,631865,631956,196,287,1.02e-08,61.8
IGL,IGLV3-43*01,71.200,125,34,2,444187,444309,137,261,2.76e-07,57.1
IGL,IGLV3-43*01,71.605,81,23,0,441894,441974,202,282,2.76e-07,57.1
IGL,IGLV3-43*01,68.478,92,29,0,485124,485215,196,287,8.27e-07,55.5
IGL,IGLV3-43*01,75.000,68,17,0,583391,583458,220,287,8.27e-07,55.5
IGL,IGLV3-43*01,63.125,160,58,1,1223462,1223620,9,168,2.48e-06,53.9
IGL,IGLV3-43*01,73.913,69,18,0,536581,536649,219,287,2.48e-06,53.9
IGL,IGLV3-43*01,66.327,98,33,0,708522,708619,164,261,7.45e-06,52.3
IGL,IGLV3-43*01,66.667,96,32,0,513687,513782,261,166,7.45e-06,52.3
IGL,IGLV3-43*01,70.130,77,23,0,187470,187546,7,83,2.23e-05,50.7
IGL,IGLV3-43*01,64.762,105,37,0,276843,276947,166,270,2.23e-05,50.7
IGL,IGLV3-43*01,58.896,163,67,0,552486,552648,99,261,2.01e-04,47.5
IGL,IGLV3-43*01,74.576,59,15,0,558138,558196,219,277,2.01e-04,47.5
IGL,IGLV3-43*01,75.000,56,14,0,289254,289309,211,266,6.03e-04,46.0
IGL,IGLV3-43*01,64.516,93,33,0,208697,208789,100,192,0.002,44.4
IGL,IGLV3-43*01,72.881,59,16,0,518315,518373,219,277,0.002,44.4
IGL,IGLV3-43*01,63.830,94,34,0,441785,441878,99,192,0.005,42.8
IGL,IGLV3-43*01,66.667,78,26,0,197758,197835,202,279,0.005,42.8
IGL,IGLV3-43*01,72.727,55,15,0,531725,531779,11,65,0.016,41.2
IGL,IGLV3-43*01,72.727,55,15,0,550324,550378,11,65,0.016,41.2
IGL,IGLV3-43*01,72.727,55,15,0,575849,575903,11,65,0.016,41.2
IGL,IGLV3-43*01,63.441,93,34,0,197650,197742,100,192,0.016,41.2
IGL,IGLV3-43*01,69.231,65,20,0,226921,226985,202,266,0.016,41.2
IGL,IGLV3-43*01,70.492,61,18,0,249675,249735,202,262,0.016,41.2
IGL,IGLV3-43*01,69.355,62,19,0,269001,269062,202,263,0.049,39.6
IGL,IGLV3-43*01,78.571,42,9,0,297795,297836,220,261,0.049,39.6
IGL,IGLV3-43*01,75.556,45,11,0,273685,273729,11,55,0.15,38.0
IGL,IGLV3-43*01,75.556,45,11,0,480398,480442,11,55,0.15,38.0
IGL,IGLV3-43*01,78.049,41,9,0,718195,718235,91,131,0.15,38.0
IGL,IGLV3-43*01,96.000,25,1,0,997666,997690,104,128,0.15,38.0
IGL,IGLV3-43*01,67.692,65,21,0,208805,208869,202,266,0.15,38.0
IGL,IGLV3-43*01,75.556,45,11,0,674339,674383,219,263,0.15,38.0
IGL,IGLV3-43*01,100.000,21,0,0,164434,164454,99,119,1.3,34.9
IGL,IGLV3-43*01,100.000,21,0,0,268880,268900,99,119,1.3,34.9
IGL,IGLV3-43*01,100.000,21,0,0,485009,485029,99,119,1.3,34.9
IGL,IGLV3-43*01,100.000,21,0,0,518177,518197,99,119,1.3,34.9
IGL,IGLV3-43*01,100.000,21,0,0,536444,536464,99,119,1.3,34.9
IGL,IGLV3-43*01,100.000,21,0,0,583252,583272,99,119,1.3,34.9
IGL,IGLV3-43*01,100.000,21,0,0,631750,631770,99,119,1.3,34.9
IGL,IGLV3-43*01,91.667,24,2,0,10251,10274,99,122,4.0,33.3
IGL,IGLV3-43*01,100.000,20,0,0,92389,92408,100,119,4.0,33.3
IGL,IGLV3-43*01,91.667,24,2,0,842442,842465,104,127,4.0,33.3
IGL,IGLV3-43*01,91.667,24,2,0,952221,952244,104,127,4.0,33.3
IGL,IGLV3-40*01,100.000,290,0,0,893610,893899,1,290,5.95e-129,461
IGL,IGLV3-40*01,99.645,282,1,0,937784,938065,1,282,3.51e-124,445
IGL,IGLV3-40*01,95.862,290,12,0,966617,966906,1,290,1.68e-117,423
IGL,IGLV3-40*01,95.862,290,12,0,1001158,1001447,1,290,1.68e-117,423
IGL,IGLV3-40*01,95.517,290,13,0,867394,867683,1,290,1.51e-116,420
IGL,IGLV3-40*01,95.172,290,14,0,916880,917169,1,290,1.36e-115,416
IGL,IGLV3-40*01,87.633,283,35,0,1067986,1068268,1,283,3.26e-92,339
IGL,IGLV3-40*01,85.441,261,38,0,1236539,1236799,1,261,7.45e-79,294
IGL,IGLV3-40*01,80.345,290,57,0,1020136,1020425,1,290,1.47e-74,280
IGL,IGLV3-40*01,78.125,288,63,0,1060550,1060837,1,288,7.02e-68,258
IGL,IGLV3-40*01,82.258,248,44,0,1243078,1243325,2,249,6.32e-67,255
IGL,IGLV3-40*01,80.077,261,52,0,845377,845637,1,261,1.71e-65,250
IGL,IGLV3-40*01,81.526,249,46,0,1028656,1028904,1,249,1.71e-65,250
IGL,IGLV3-40*01,75.862,290,70,0,974258,974547,1,290,3.73e-62,239
IGL,IGLV3-40*01,77.912,249,55,0,1232308,1232556,1,249,6.61e-57,221
IGL,IGLV3-40*01,76.245,261,62,0,958321,958581,1,261,5.95e-56,218
IGL,IGLV3-40*01,77.510,249,56,0,1227509,1227757,1,249,5.95e-56,218
IGL,IGLV3-40*01,72.414,290,80,0,942263,942552,1,290,1.30e-52,207
IGL,IGLV3-40*01,71.379,290,83,0,874841,875130,1,290,9.48e-50,198
IGL,IGLV3-40*01,71.379,290,83,0,898088,898377,1,290,9.48e-50,198
IGL,IGLV3-40*01,72.664,289,78,1,850544,850831,1,289,8.53e-49,194
IGL,IGLV3-40*01,70.690,290,85,0,921357,921646,1,290,7.68e-48,191
IGL,IGLV3-40*01,73.946,261,67,1,907768,908027,1,261,6.22e-46,185
IGL,IGLV3-40*01,73.092,249,67,0,858172,858420,1,249,1.87e-45,183
IGL,IGLV3-40*01,74.330,261,65,2,884512,884770,1,261,1.36e-42,174
IGL,IGLV3-40*01,78.947,171,36,0,835957,836127,79,249,8.03e-38,158
IGL,IGLV3-40*01,73.039,204,55,0,495134,495337,75,278,1.95e-35,150
IGL,IGLV3-40*01,73.039,204,55,0,562805,563008,75,278,1.95e-35,150
IGL,IGLV3-40*01,70.044,227,68,0,1100212,1100438,3,229,5.27e-34,145
IGL,IGLV3-40*01,72.059,204,57,0,603120,603323,75,278,1.58e-33,144
IGL,IGLV3-40*01,70.068,294,83,2,1130611,1130903,1,290,1.42e-32,141
IGL,IGLV3-40*01,72.872,188,51,0,1013349,1013536,73,260,1.28e-31,137
IGL,IGLV3-40*01,71.078,204,59,0,608944,609147,75,278,1.28e-31,137
IGL,IGLV3-40*01,71.717,198,56,0,522790,522987,75,272,1.28e-31,137
IGL,IGLV3-40*01,73.118,186,50,0,636272,636457,75,260,1.28e-31,137
IGL,IGLV3-40*01,70.732,205,60,0,598112,598316,75,279,3.84e-31,136
IGL,IGLV3-40*01,70.707,198,58,0,541322,541519,75,272,1.04e-29,131
IGL,IGLV3-40*01,73.964,169,44,0,855043,855211,93,261,3.11e-29,129
IGL,IGLV3-40*01,71.277,188,54,0,948803,948990,73,260,9.34e-29,128
IGL,IGLV3-40*01,72.989,174,47,0,904664,904837,87,260,9.34e-29,128
IGL,IGLV3-40*01,73.810,168,44,0,1036997,1037164,93,260,9.34e-29,128
IGL,IGLV3-40*01,68.273,249,77,1,1076469,1076715,1,249,8.40e-28,125
IGL,IGLV3-40*01,72.414,174,48,0,1071447,1071620,87,260,8.40e-28,125
IGL,IGLV3-40*01,68.627,204,64,0,593939,594142,75,278,7.56e-27,122
IGL,IGLV3-40*01,69.892,186,56,0,489813,489998,93,278,6.81e-26,118
IGL,IGLV3-40*01,77.692,130,29,0,187618,187747,149,278,6.12e-25,115
IGL,IGLV3-40*01,67.871,249,78,2,1023340,1023586,1,249,1.84e-24,114
IGL,IGLV3-40*01,75.912,137,33,0,841729,841865,124,260,1.84e-24,114
IGL,IGLV3-40*01,81.905,105,19,0,1095194,1095298,157,261,1.49e-22,107
IGL,IGLV3-40*01,69.753,162,49,0,26436,26597,100,261,4.02e-21,103
IGL,IGLV3-40*01,74.830,147,36,1,77950,78096,133,278,4.02e-21,103
IGL,IGLV3-40*01,69.231,208,61,1,1046585,1046789,55,262,1.21e-20,101
IGL,IGLV3-40*01,81.188,101,19,0,1124156,1124256,161,261,1.21e-20,101
IGL,IGLV3-40*01,68.944,161,50,0,992894,993054,100,260,1.09e-19,98.3
IGL,IGLV3-40*01,72.263,137,38,0,1116172,1116308,139,275,1.09e-19,98.3
IGL,IGLV3-40*01,74.790,119,30,0,1004355,1004473,142,260,9.77e-19,95.1
IGL,IGLV3-40*01,77.885,104,23,0,832203,832306,157,260,2.93e-18,93.5
IGL,IGLV3-40*01,64.651,215,75,1,1063214,1063427,1,215,2.37e-16,87.2
IGL,IGLV3-40*01,69.065,139,43,0,79861,79999,137,275,7.12e-16,85.6
IGL,IGLV3-40*01,72.269,119,33,0,969004,969122,142,260,7.12e-16,85.6
IGL,IGLV3-40*01,66.834,199,64,2,1223454,1223650,1,199,5.77e-14,79.2
IGL,IGLV3-40*01,67.910,134,43,0,208657,208790,60,193,1.73e-13,77.7
IGL,IGLV3-40*01,61.809,199,76,0,480458,480656,62,260,5.19e-13,76.1
IGL,IGLV3-40*01,69.748,119,36,0,197625,197743,75,193,5.19e-13,76.1
IGL,IGLV3-40*01,69.492,118,36,0,262441,262558,147,264,1.56e-12,74.5
IGL,IGLV3-40*01,72.727,99,27,0,276843,276941,166,264,4.67e-12,72.9
IGL,IGLV3-40*01,65.060,166,57,1,256877,257041,93,258,3.78e-10,66.6
IGL,IGLV3-40*01,72.043,93,26,0,164548,164640,195,287,3.78e-10,66.6
IGL,IGLV3-40*01,61.585,164,63,0,575944,576107,97,260,1.02e-08,61.8
IGL,IGLV3-40*01,72.093,86,24,0,441894,441979,202,287,1.02e-08,61.8
IGL,IGLV3-40*01,70.073,137,39,2,881424,881558,100,236,3.06e-08,60.2
IGL,IGLV3-40*01,80.000,60,12,0,489720,489779,6,65,9.19e-08,58.6
IGL,IGLV3-40*01,80.000,60,12,0,593864,593923,6,65,9.19e-08,58.6
IGL,IGLV3-40*01,74.324,74,19,0,992795,992868,10,83,9.19e-08,58.6
IGL,IGLV3-40*01,82.143,56,10,0,948731,948786,10,65,9.19e-08,58.6
IGL,IGLV3-40*01,80.702,57,11,0,187472,187528,9,65,2.76e-07,57.1
IGL,IGLV3-40*01,73.973,73,19,0,841619,841691,10,82,2.76e-07,57.1
IGL,IGLV3-40*01,67.327,101,33,0,441779,441879,93,193,2.76e-07,57.1
IGL,IGLV3-40*01,72.603,73,20,0,1123980,1124052,10,82,2.48e-06,53.9
IGL,IGLV3-40*01,76.190,63,15,0,197758,197820,202,264,2.48e-06,53.9
IGL,IGLV3-40*01,72.603,73,20,0,513673,513745,275,203,2.48e-06,53.9
IGL,IGLV3-40*01,78.571,56,12,0,904578,904633,10,65,7.45e-06,52.3
IGL,IGLV3-40*01,78.571,56,12,0,1013277,1013332,10,65,7.45e-06,52.3
IGL,IGLV3-40*01,67.391,92,30,0,631865,631956,196,287,7.45e-06,52.3
IGL,IGLV3-40*01,80.769,52,10,0,289255,289306,212,263,7.45e-06,52.3
IGL,IGLV3-40*01,74.603,63,16,0,208805,208867,202,264,2.23e-05,50.7
IGL,IGLV3-40*01,75.000,60,15,0,164332,164391,6,65,6.70e-05,49.1
IGL,IGLV3-40*01,75.000,60,15,0,218913,218972,6,65,6.70e-05,49.1
IGL,IGLV3-40*01,75.000,60,15,0,541247,541306,6,65,6.70e-05,49.1
IGL,IGLV3-40*01,65.306,98,34,0,708522,708619,164,261,6.70e-05,49.1
IGL,IGLV3-40*01,72.727,66,18,0,485124,485189,196,261,6.70e-05,49.1
IGL,IGLV3-40*01,67.442,86,28,0,300220,300305,202,287,6.70e-05,49.1
IGL,IGLV3-40*01,76.786,56,13,0,518315,518370,219,274,6.70e-05,49.1
IGL,IGLV3-40*01,75.439,57,14,0,77818,77874,9,65,2.01e-04,47.5
IGL,IGLV3-40*01,75.439,57,14,0,531725,531781,11,67,2.01e-04,47.5
IGL,IGLV3-40*01,75.439,57,14,0,550324,550380,11,67,2.01e-04,47.5
IGL,IGLV3-40*01,75.439,57,14,0,575849,575905,11,67,2.01e-04,47.5
IGL,IGLV3-40*01,71.014,69,20,0,536581,536649,219,287,2.01e-04,47.5
